OBJECTID,FACILITYID,FIPSCODE,GEOID,CENSUSTRACT,GEOGRAPHICAREANAME,POPTOTAL,HOUSEHOLDCOUNT,RACEHISPANICORIGIN,RACEHISPANICRATIO,RACEWHITENONHISP,RACEWHITERATIO,RACEBLACKNONHISP,RACEBLACKRATIO,RACEASIANNONHISP,RACEASIANRATIO,RACEOTHER,RACEOTHERRATIO,RACEBIPOC,RACEBIPOCRATIO,EQUITYSCORERACE,INCMEDIANINCOME,EQUITYSCOREINCOME,INCMEDIANHISPANIC,INCMEDIANWHITE,INCMEDIANBLACK,INCMEDIANASIAN,INCMEDIANOTHER,EQUITYSCORECOMBINED,LANGGROUPPOPULATION,LEPTOTAL,LEPRATIO,LEPSPANISH,LEPSPANISHRATIO,LEPINDOEUROPEAN,LEPINDOEUROPEANRATIO,LEPASIANPACIFICISLAND,LEPASIANPACIFICISLANDRATIO,LEPOTHER,LEPOTHERRATIO,EQUITYSCORELANG,EDUGROUPPOPULATION,EDULESSTHANHS,EDULESSTHANHSRATIO,EQUITYSCOREEDU,LASTUPDATESOURCE,LASTUPDATE,ENTERPRISEID,INSANJOSE,Shape_Length,Shape_Area
189,128,06085504001,1400000US06085504001,5040.01,"Census Tract 5040.01, Santa Clara County, California",5085,1506,3422,0.673,312,0.061,8,0.002,1207,0.237,136,0.027,4773,0.939,5,75000,5,79583,,,117188,156551,10,4970,1768,0.356,1202,0.68,27,0.015,539,0.305,0,0,5,3641,1003,0.275,5,ACSDT5Y2022,2024/04/23 16:26:35+00,REF-CDTR-0000000128,Yes,14735.4676763195,12241213.067825
190,112,06085503511,1400000US06085503511,5035.11,"Census Tract 5035.11, Santa Clara County, California",3499,814,1644,0.47,152,0.043,161,0.046,1499,0.428,43,0.012,3347,0.957,5,114167,4,88688,,161250,168611,164836,9,3349,1257,0.375,528,0.42,45,0.036,668,0.531,16,0.013,5,2454,692,0.282,5,ACSDT5Y2022,2024/04/23 16:26:25+00,REF-CDTR-0000000112,Yes,13398.6726322471,8924177.33659056
191,73,06085503211,1400000US06085503211,5032.11,"Census Tract 5032.11, Santa Clara County, California",4160,1164,1201,0.289,514,0.124,140,0.034,2151,0.517,154,0.037,3646,0.876,4,96500,5,80185,120982,173125,155382,92668,9,3961,1656,0.418,597,0.361,22,0.013,1037,0.626,0,0,5,3266,921,0.282,5,ACSDT5Y2022,2024/04/23 16:26:14+00,REF-CDTR-0000000073,Yes,13878.8495280277,11397850.4369276
192,141,06085504318,1400000US06085504318,5043.18,"Census Tract 5043.18, Santa Clara County, California",7213,1899,1989,0.276,550,0.076,150,0.021,4307,0.597,217,0.03,6663,0.924,5,112367,4,152596,56103,,105583,153141,9,6992,2532,0.362,492,0.194,6,0.002,2034,0.803,0,0,5,4565,1292,0.283,5,ACSDT5Y2022,2024/04/23 16:26:38+00,REF-CDTR-0000000141,Yes,43237.6647749295,46973605.526585
193,10,06085501000,1400000US06085501000,5010.00,"Census Tract 5010, Santa Clara County, California",5003,2378,2627,0.525,1085,0.217,317,0.063,791,0.158,183,0.037,3918,0.783,3,54588,5,68477,,52950,19310,139480,8,4720,1232,0.261,770,0.625,0,0,444,0.36,18,0.015,4,3635,1044,0.287,5,ACSDT5Y2022,2024/04/23 16:25:14+00,REF-CDTR-0000000010,Yes,11866.1697273266,8639034.57102704
194,131,06085504102,1400000US06085504102,5041.02,"Census Tract 5041.02, Santa Clara County, California",5730,1307,3867,0.675,414,0.072,29,0.005,1397,0.244,23,0.004,5316,0.928,5,104489,4,98000,,,181250,202340,9,5247,1713,0.326,1049,0.612,0,0,664,0.388,0,0,4,3764,1091,0.29,5,ACSDT5Y2022,2024/04/23 16:26:36+00,REF-CDTR-0000000131,Yes,16591.8826671682,14449581.502527
195,75,06085503213,1400000US06085503213,5032.13,"Census Tract 5032.13, Santa Clara County, California",5140,1275,1739,0.338,193,0.038,40,0.008,3115,0.606,53,0.01,4947,0.962,5,73790,5,74565,,,73531,98795,10,4935,2058,0.417,311,0.151,0,0,1747,0.849,0,0,5,3316,973,0.293,5,ACSDT5Y2022,2024/04/23 16:26:15+00,REF-CDTR-0000000075,Yes,19470.9084465408,11833334.4732378
196,166,06085504602,1400000US06085504602,5046.02,"Census Tract 5046.02, Santa Clara County, California",1920,541,1236,0.644,244,0.127,27,0.014,344,0.179,69,0.036,1676,0.873,4,107438,4,86417,190972,,230833,193821,8,1796,461,0.257,383,0.831,15,0.033,63,0.137,0,0,3,1331,391,0.294,5,ACSDT5Y2022,2024/04/23 16:26:48+00,REF-CDTR-0000000166,Yes,127383.543088478,681818935.981207
197,71,06085503208,1400000US06085503208,5032.08,"Census Tract 5032.08, Santa Clara County, California",3182,715,1777,0.558,121,0.038,23,0.007,1144,0.36,117,0.037,3061,0.962,5,136328,3,123977,,,149464,185833,8,2940,1031,0.351,523,0.507,1,0.001,507,0.492,0,0,5,2061,609,0.295,5,ACSDT5Y2022,2024/04/23 16:26:12+00,REF-CDTR-0000000071,Yes,16403.2898243075,12101129.4487788
198,64,06085503122,1400000US06085503122,5031.22,"Census Tract 5031.22, Santa Clara County, California",3451,1213,1122,0.325,131,0.038,232,0.067,1828,0.53,138,0.04,3320,0.962,5,54344,5,,14625,,75139,96397,10,3329,1659,0.498,359,0.216,24,0.014,1276,0.769,0,0,5,2312,681,0.295,5,ACSDT5Y2022,2024/04/23 16:26:07+00,REF-CDTR-0000000064,Yes,28260.2879049615,39228394.8466938
199,121,06085503712,1400000US06085503712,5037.12,"Census Tract 5037.12, Santa Clara County, California",4340,1317,2164,0.499,330,0.076,40,0.009,1725,0.397,81,0.019,4010,0.924,5,70285,5,83170,156154,,49643,86750,10,4174,1706,0.409,741,0.434,44,0.026,921,0.54,0,0,5,2954,881,0.298,5,ACSDT5Y2022,2024/04/23 16:26:32+00,REF-CDTR-0000000121,Yes,10941.249817861,7148364.89064672
200,120,06085503711,1400000US06085503711,5037.11,"Census Tract 5037.11, Santa Clara County, California",4780,978,2975,0.622,127,0.027,71,0.015,1544,0.323,63,0.013,4653,0.973,5,96650,5,84338,171250,53571,151719,217469,10,4300,1551,0.361,840,0.542,10,0.006,701,0.452,0,0,5,2666,797,0.299,5,ACSDT5Y2022,2024/04/23 16:26:30+00,REF-CDTR-0000000120,Yes,13214.2228696522,10395015.4484542
201,76,06085503217,1400000US06085503217,5032.17,"Census Tract 5032.17, Santa Clara County, California",4412,967,3083,0.699,64,0.015,16,0.004,1107,0.251,142,0.032,4348,0.985,5,81696,5,86125,,,,173787,10,4149,1398,0.337,709,0.507,0,0,689,0.493,0,0,4,2508,758,0.302,5,ACSDT5Y2022,2024/04/23 16:26:16+00,REF-CDTR-0000000076,Yes,11704.7789961252,6478314.37534132
202,119,06085503710,1400000US06085503710,5037.10,"Census Tract 5037.10, Santa Clara County, California",3334,1044,1780,0.534,163,0.049,20,0.006,1117,0.335,254,0.076,3171,0.951,5,56582,5,56946,,,45694,54665,10,3071,1141,0.372,475,0.416,36,0.032,630,0.552,0,0,5,2180,661,0.303,5,ACSDT5Y2022,2024/04/23 16:26:30+00,REF-CDTR-0000000119,Yes,12564.897161814,6471347.57377933
203,111,06085503510,1400000US06085503510,5035.10,"Census Tract 5035.10, Santa Clara County, California",4565,1151,3115,0.682,438,0.096,7,0.002,843,0.185,162,0.035,4127,0.904,4,101607,4,98060,192872,,99779,187799,8,4412,1415,0.321,966,0.683,37,0.026,412,0.291,0,0,4,2880,882,0.306,5,ACSDT5Y2022,2024/04/23 16:26:24+00,REF-CDTR-0000000111,Yes,14739.0167226041,11117296.390618
204,371,06085512043,1400000US06085512043,5120.43,"Census Tract 5120.43, Santa Clara County, California",5919,1648,3543,0.599,567,0.096,139,0.023,1625,0.275,45,0.008,5352,0.904,4,63033,5,87727,44063,,48750,146628,9,5596,2106,0.376,1173,0.557,51,0.024,863,0.41,19,0.009,5,3840,1174,0.306,5,ACSDT5Y2022,2024/04/23 16:28:16+00,REF-CDTR-0000000371,Yes,14721.9700994197,9926828.41799655
205,57,06085503111,1400000US06085503111,5031.11,"Census Tract 5031.11, Santa Clara County, California",5243,1132,2777,0.53,210,0.04,156,0.03,1996,0.381,104,0.02,5033,0.96,5,118864,4,117938,135962,,125610,263625,9,4967,2345,0.472,1135,0.484,53,0.023,1157,0.493,0,0,5,3746,1163,0.31,5,ACSDT5Y2022,2024/04/23 16:26:00+00,REF-CDTR-0000000057,Yes,15221.6140182998,9742275.90120037
206,59,06085503113,1400000US06085503113,5031.13,"Census Tract 5031.13, Santa Clara County, California",4746,1328,3613,0.761,746,0.157,51,0.011,307,0.065,29,0.006,4000,0.843,4,90188,5,90077,121667,,,247417,9,4407,1628,0.369,1435,0.881,10,0.006,133,0.082,50,0.031,5,3125,972,0.311,5,ACSDT5Y2022,2024/04/23 16:26:01+00,REF-CDTR-0000000059,Yes,11431.2014796087,7839132.32750043
207,108,06085503507,1400000US06085503507,5035.07,"Census Tract 5035.07, Santa Clara County, California",2332,397,1459,0.626,7,0.003,0,0,842,0.361,24,0.01,2325,0.997,5,135329,3,138750,,,104219,187847,8,2250,1094,0.486,693,0.633,4,0.004,397,0.363,0,0,5,1550,490,0.316,5,ACSDT5Y2022,2024/04/23 16:26:22+00,REF-CDTR-0000000108,Yes,10162.6939834748,4181818.16820658
208,58,06085503112,1400000US06085503112,5031.12,"Census Tract 5031.12, Santa Clara County, California",4062,1435,2300,0.566,446,0.11,347,0.085,900,0.222,69,0.017,3616,0.89,4,72064,5,72462,65179,48849,88750,169557,9,3691,1261,0.342,686,0.544,36,0.029,506,0.401,33,0.026,4,2610,828,0.317,5,ACSDT5Y2022,2024/04/23 16:26:01+00,REF-CDTR-0000000058,Yes,14386.3179072376,12237234.0832986
209,18,06085501502,1400000US06085501502,5015.02,"Census Tract 5015.02, Santa Clara County, California",4160,1212,2409,0.579,785,0.189,10,0.002,634,0.152,322,0.077,3375,0.811,3,101094,4,55483,,,211400,232497,7,3902,1012,0.259,749,0.74,26,0.026,237,0.234,0,0,3,2724,873,0.32,5,ACSDT5Y2022,2024/04/23 16:25:21+00,REF-CDTR-0000000018,Yes,14402.5579858477,9563364.82867952
210,55,06085503105,1400000US06085503105,5031.05,"Census Tract 5031.05, Santa Clara County, California",2139,739,748,0.35,98,0.046,0,0,1284,0.6,9,0.004,2041,0.954,5,58162,5,84896,95197,,46875,179107,10,2071,1012,0.489,246,0.243,0,0,766,0.757,0,0,5,1614,530,0.328,5,ACSDT5Y2022,2024/04/23 16:25:59+00,REF-CDTR-0000000055,Yes,20137.1587571996,18911751.1635731
211,83,06085503305,1400000US06085503305,5033.05,"Census Tract 5033.05, Santa Clara County, California",5854,1405,2375,0.406,134,0.023,81,0.014,3126,0.534,138,0.024,5720,0.977,5,86629,5,87738,83833,,78438,98750,10,5510,2252,0.409,750,0.333,14,0.006,1488,0.661,0,0,5,3744,1231,0.329,5,ACSDT5Y2022,2024/04/23 16:26:17+00,REF-CDTR-0000000083,Yes,21382.7566452978,25015963.8918274
212,107,06085503506,1400000US06085503506,5035.06,"Census Tract 5035.06, Santa Clara County, California",6910,1254,4741,0.686,240,0.035,198,0.029,1648,0.238,83,0.012,6670,0.965,5,102350,4,103750,,,149028,291985,9,6670,2682,0.402,1904,0.71,134,0.05,644,0.24,0,0,5,4236,1398,0.33,5,ACSDT5Y2022,2024/04/23 16:26:22+00,REF-CDTR-0000000107,Yes,13574.5826160527,10761349.9991643
213,78,06085503219,1400000US06085503219,5032.19,"Census Tract 5032.19, Santa Clara County, California",2648,798,1472,0.556,41,0.015,143,0.054,992,0.375,0,0,2607,0.985,5,57723,5,58036,,,81250,57813,10,2511,949,0.378,441,0.465,0,0,508,0.535,0,0,5,1703,563,0.331,5,ACSDT5Y2022,2024/04/23 16:26:16+00,REF-CDTR-0000000078,Yes,10806.6564435904,5210974.34949001
214,61,06085503117,1400000US06085503117,5031.17,"Census Tract 5031.17, Santa Clara County, California",2823,692,1468,0.52,78,0.028,12,0.004,1214,0.43,51,0.018,2745,0.972,5,89583,5,88636,176607,,87692,233326,10,2678,1423,0.531,657,0.462,8,0.006,758,0.533,0,0,5,1798,595,0.331,5,ACSDT5Y2022,2024/04/23 16:26:02+00,REF-CDTR-0000000061,Yes,10390.993925435,5402522.30582521
215,126,06085503902,1400000US06085503902,5039.02,"Census Tract 5039.02, Santa Clara County, California",6393,1537,4274,0.669,630,0.099,0,0,1393,0.218,96,0.015,5763,0.901,4,94883,5,102500,59688,,161417,209350,9,5896,2368,0.402,1510,0.638,51,0.022,807,0.341,0,0,5,4016,1332,0.332,5,ACSDT5Y2022,2024/04/23 16:26:34+00,REF-CDTR-0000000126,Yes,13780.3123988699,11042115.1326242
216,80,06085503221,1400000US06085503221,5032.21,"Census Tract 5032.21, Santa Clara County, California",2338,821,377,0.161,91,0.039,0,0,1870,0.8,0,0,2247,0.961,5,57396,5,106940,,,38846,135305,10,2205,1492,0.677,165,0.111,49,0.033,1278,0.857,0,0,5,1783,600,0.337,5,ACSDT5Y2022,2024/04/23 16:26:17+00,REF-CDTR-0000000080,Yes,13817.5713796003,11354730.856417
217,113,06085503601,1400000US06085503601,5036.01,"Census Tract 5036.01, Santa Clara County, California",3582,885,2025,0.565,673,0.188,107,0.03,738,0.206,39,0.011,2909,0.812,3,90750,5,81950,69375,,155875,184578,8,3410,1198,0.351,687,0.573,357,0.298,154,0.129,0,0,5,2232,754,0.338,5,ACSDT5Y2022,2024/04/23 16:26:25+00,REF-CDTR-0000000113,Yes,18052.2851503858,14770006.8108401
218,130,06085504101,1400000US06085504101,5041.01,"Census Tract 5041.01, Santa Clara County, California",4490,1069,3005,0.669,539,0.12,0,0,758,0.169,188,0.042,3951,0.88,4,107250,4,127857,105208,,110179,103884,8,4271,1439,0.337,1106,0.769,23,0.016,310,0.215,0,0,4,3323,1123,0.338,5,ACSDT5Y2022,2024/04/23 16:26:35+00,REF-CDTR-0000000130,Yes,14365.9366070627,10687191.4852341
219,106,06085503504,1400000US06085503504,5035.04,"Census Tract 5035.04, Santa Clara County, California",5601,1112,3748,0.669,18,0.003,41,0.007,1785,0.319,9,0.002,5583,0.997,5,146016,3,145703,,,180250,336882,8,5385,2477,0.46,1383,0.558,38,0.015,1056,0.426,0,0,5,3690,1273,0.345,5,ACSDT5Y2022,2024/04/23 16:26:22+00,REF-CDTR-0000000106,Yes,16534.4882767818,12071161.2011068
220,114,06085503602,1400000US06085503602,5036.02,"Census Tract 5036.02, Santa Clara County, California",5255,1268,3440,0.655,283,0.054,95,0.018,1437,0.273,0,0,4972,0.946,5,88235,5,88750,,98819,79519,279584,10,5001,1880,0.376,1042,0.554,39,0.021,799,0.425,0,0,5,3300,1153,0.349,5,ACSDT5Y2022,2024/04/23 16:26:26+00,REF-CDTR-0000000114,Yes,16573.8873172589,13165775.8670775
221,81,06085503222,1400000US06085503222,5032.22,"Census Tract 5032.22, Santa Clara County, California",6103,1547,3373,0.553,39,0.006,0,0,2257,0.37,434,0.071,6064,0.994,5,95912,5,104940,,,90385,209157,10,5794,2685,0.463,1312,0.489,17,0.006,1356,0.505,0,0,5,3660,1353,0.37,5,ACSDT5Y2022,2024/04/23 16:26:17+00,REF-CDTR-0000000081,Yes,12157.6687618501,8085140.6234861
222,109,06085503508,1400000US06085503508,5035.08,"Census Tract 5035.08, Santa Clara County, California",5982,1221,4188,0.7,288,0.048,85,0.014,962,0.161,459,0.077,5694,0.952,5,123168,4,127578,,,115750,245351,9,5619,2014,0.358,1410,0.7,32,0.016,572,0.284,0,0,5,4034,1498,0.371,5,ACSDT5Y2022,2024/04/23 16:26:22+00,REF-CDTR-0000000109,Yes,13307.9763594027,10850519.8414857
223,82,06085503304,1400000US06085503304,5033.04,"Census Tract 5033.04, Santa Clara County, California",6804,1758,2486,0.365,420,0.062,79,0.012,3673,0.54,146,0.021,6384,0.938,5,94539,5,75769,73333,200104,97105,169737,10,6576,2891,0.44,846,0.293,204,0.071,1828,0.632,13,0.004,5,4905,1856,0.378,5,ACSDT5Y2022,2024/04/23 16:26:17+00,REF-CDTR-0000000082,Yes,18733.6981138752,16010859.9122081
224,115,06085503703,1400000US06085503703,5037.03,"Census Tract 5037.03, Santa Clara County, California",3888,866,2797,0.719,4,0.001,157,0.04,920,0.237,10,0.003,3884,0.999,5,78750,5,77381,,,99375,80200,10,3696,1583,0.428,1063,0.672,10,0.006,499,0.315,11,0.007,5,2535,973,0.384,5,ACSDT5Y2022,2024/04/23 16:26:27+00,REF-CDTR-0000000115,Yes,12311.5407035812,7050002.05257229
225,56,06085503110,1400000US06085503110,5031.10,"Census Tract 5031.10, Santa Clara County, California",4067,956,2740,0.674,119,0.029,133,0.033,1022,0.251,53,0.013,3948,0.971,5,82750,5,82688,,,77109,310457,10,3773,1758,0.466,1129,0.642,0,0,593,0.337,36,0.02,5,2324,895,0.385,5,ACSDT5Y2022,2024/04/23 16:25:59+00,REF-CDTR-0000000056,Yes,14129.9811445493,8238752.92626312
226,84,06085503306,1400000US06085503306,5033.06,"Census Tract 5033.06, Santa Clara County, California",4047,832,1766,0.436,112,0.028,6,0.001,2091,0.517,72,0.018,3935,0.972,5,118214,4,133281,,,82917,255626,9,3922,1686,0.43,381,0.226,12,0.007,1293,0.767,0,0,5,2757,1079,0.391,5,ACSDT5Y2022,2024/04/23 16:26:17+00,REF-CDTR-0000000084,Yes,19490.9481872601,17947862.9264789
227,110,06085503509,1400000US06085503509,5035.09,"Census Tract 5035.09, Santa Clara County, California",4396,834,2791,0.635,252,0.057,137,0.031,1198,0.273,18,0.004,4144,0.943,5,139130,3,152361,,83125,143203,486653,8,4150,1687,0.407,1016,0.602,31,0.018,632,0.375,8,0.005,5,2885,1128,0.391,5,ACSDT5Y2022,2024/04/23 16:26:22+00,REF-CDTR-0000000110,Yes,17306.3471115358,11609880.1652247
228,122,06085503713,1400000US06085503713,5037.13,"Census Tract 5037.13, Santa Clara County, California",3331,1085,1893,0.568,123,0.037,106,0.032,1103,0.331,106,0.032,3208,0.963,5,64753,5,66111,140550,80625,27083,142172,10,3134,1435,0.458,720,0.502,89,0.062,626,0.436,0,0,5,2096,828,0.395,5,ACSDT5Y2022,2024/04/23 16:26:32+00,REF-CDTR-0000000122,Yes,10145.7036659071,5248674.35586127
229,105,06085503402,1400000US06085503402,5034.02,"Census Tract 5034.02, Santa Clara County, California",4597,1042,3002,0.653,357,0.078,24,0.005,1059,0.23,155,0.034,4240,0.922,4,66538,5,70919,,,,68750,9,4357,1166,0.268,722,0.619,62,0.053,382,0.328,0,0,4,2488,992,0.399,5,ACSDT5Y2022,2024/04/23 16:26:22+00,REF-CDTR-0000000105,Yes,12444.4958788103,7841745.50893042
230,104,06085503401,1400000US06085503401,5034.01,"Census Tract 5034.01, Santa Clara County, California",4329,953,3458,0.799,64,0.015,39,0.009,758,0.175,10,0.002,4265,0.985,5,89321,5,81786,,,135833,137888,10,4074,1679,0.412,1287,0.767,0,0,392,0.233,0,0,5,2914,1178,0.404,5,ACSDT5Y2022,2024/04/23 16:26:21+00,REF-CDTR-0000000104,Yes,14962.4624958107,9712072.06045857
231,77,06085503218,1400000US06085503218,5032.18,"Census Tract 5032.18, Santa Clara County, California",4519,1083,3403,0.753,180,0.04,110,0.024,783,0.173,43,0.01,4339,0.96,5,66958,5,71858,103015,,42250,102404,10,4372,1876,0.429,1353,0.721,0,0,502,0.268,21,0.011,5,2757,1136,0.412,5,ACSDT5Y2022,2024/04/23 16:26:16+00,REF-CDTR-0000000077,Yes,10922.6752505494,6355663.29079534
232,9,06085500902,1400000US06085500902,5009.02,"Census Tract 5009.02, Santa Clara County, California",4613,550,1509,0.327,854,0.185,344,0.075,1521,0.33,385,0.083,3759,0.815,3,41250,5,46518,45272,,28438,46875,8,4575,656,0.143,334,0.509,57,0.087,260,0.396,5,0.008,2,800,357,0.446,5,ACSDT5Y2022,2024/04/23 16:25:12+00,REF-CDTR-0000000009,Yes,6770.95126922732,2610255.60986419
233,158,06085504424,1400000US06085504424,5044.24,"Census Tract 5044.24, Santa Clara County, California",5269,1560,771,0.146,648,0.123,91,0.017,3337,0.633,422,0.08,4621,0.877,4,151302,3,173636,158919,,150677,203393,7,5131,1521,0.296,106,0.07,115,0.076,1300,0.855,0,0,4,3878,330,0.085,3,ACSDT5Y2022,2024/04/23 16:26:43+00,REF-CDTR-0000000158,Partial,22472.0238636588,16016339.9145348
234,408,06085513500,1400000US06085513500,5135.00,"Census Tract 5135, Santa Clara County, California",1362,341,516,0.379,700,0.514,8,0.006,119,0.087,19,0.014,662,0.486,1,111964,4,135673,170893,,,81382,5,1305,129,0.099,100,0.775,0,0,29,0.225,0,0,1,904,33,0.037,1,ACSDT5Y2022,2024/04/23 16:28:21+00,REF-CDTR-0000000408,Partial,324338.068100988,1668987828.48074
235,389,06085512311,1400000US06085512311,5123.11,"Census Tract 5123.11, Santa Clara County, California",4171,1305,1486,0.356,1536,0.368,213,0.051,742,0.178,194,0.047,2635,0.632,2,147681,3,110227,116719,148750,238993,296063,5,3886,288,0.074,216,0.75,13,0.045,55,0.191,4,0.014,1,2790,300,0.108,3,ACSDT5Y2022,2024/04/23 16:28:16+00,REF-CDTR-0000000389,Partial,13387.444653413,5950197.77228068
236,383,06085512200,1400000US06085512200,5122.00,"Census Tract 5122, Santa Clara County, California",4905,1699,1356,0.276,2412,0.492,96,0.02,497,0.101,544,0.111,2493,0.508,1,235674,1,241500,211587,,250000,250000,2,4656,224,0.048,147,0.656,7,0.031,70,0.313,0,0,1,3639,121,0.033,1,ACSDT5Y2022,2024/04/23 16:28:16+00,REF-CDTR-0000000383,Partial,89467.2498048814,235892679.248525
